,Reviewer Name,Rating,review name,Date,Verified Purchase,Review Text,Helpful Count
,Angela,4.0 out of 5 stars,"4.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on May 5, 2023",,"I have been looking for another air inflator to take along with me when I go riding or side by siding, so I looked in to getting this one. The functionality of this air compressor is amazing! The size, speed of inflating tires, and heat level is great. I have no complaints! I love the compact size so you can literally carry it in your backpack, the luggage dept on motorcycles, or in the trunk of your vehicles. The design is very sleek and all the components are very nice as well. Using this in rainy weather has not deterred it either, it is very durable in all types of weather.",
,Theodore,5.0 out of 5 stars,"5.0 out of 5 stars
  I'm glad I finally have one","Reviewed in the United States on March 12, 2025",No,This compact unit outperforms many of the big-brand competitors.,5 people found this helpful
,Kenneth,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on February 20, 2021",,"I honestly didn’t expect to love a tire inflator this much—but here we are! Just yesterday, I found myself with a flat tire in the middle of nowhere. Normally that would mean calling roadside assistance or anyone to help, but thanks to this little powerhouse, I was back on the road in minutes. And I did it by myself!
 

 It was so easy to use—just plug it in, set the pressure, and let it do its thing. The digital display is super clear, and the automatic shut-off means I never have to worry about overinflating. What really surprised me is how compact it is. It barely takes up any space in my trunk, which is a huge plus since I like to keep things minimal.
 

 I absolutely sure I use it regularly just to top off my tires and even inflate bike tires.
 I just regrated not to buy it sooner.
 It is reliable, fast, and easy to use—this inflator has seriously made my life easier.
 

 If you drive, you need one of these. I feel so much more prepared now. Total game changer!",
,Stephanie,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2019",,The visual battery life indicator is clear and helpful.,
,PJS,5.0 out of 5 stars,,,,Great product; I’m considering buying these as holiday gifts.,
,Carol,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on March 12, 2022",,I recommend keeping one of these in every single vehicle.,
,Abbie Parsons,5.0 out of 5 stars,,,,"The digital display is bright and very easy to read, even in sunlight.",
,Daniel,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2017",,"As an ASE certified master auto and diesel technician I highly recommend this little unit. I used on 8 tires that were a few lbs down. (Light came on) took it with us on a road trip to Tampa. Fixed a flat for my daughter. It was completely flat. After 6 months it still showed charged I decided to recharge it. It took 2 hours to charge and was blinking on the yellow. So I would assume when it starts to drop the lights to charge immediately. I would imagine it goes down really quick. Something to keep an eye on. It takes about 5 minutes to air up a flat. So 20 minutes for 4 flat tires. Probably faster if off the car.
 I would definitely recommend this item to anyone. Very easy to use. 
 Why did you pick this product vs others?:
 Had pretty good reviews and was on sale $50",
,Margaret,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2022",,"I think I found a new number 1 girlfriend. The pump works great. It fits all my tires, automatically test the air pressure, and then fills the tire. It works great. I always had trouble testing tire pressure. Particularly in small to reach areas such as over a chain or muffler. I just don't have the coordination in my fingers. However, with the pump and flexible hose, I am able to screw the pump and air valve together, read the pressure, and then fill with air. I hope it lasts because I really like the pump. The charge is long enough to top off my tires. I would be nervous if I had to pump a completely flat truck tire to full.",
,Kat,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2018",,"I have used mine several times over the last few months and really like it! The inflation is slow, but completely reasonable given how small the device is. I've been able to add 4-6 psi to all four tires on a charge with plenty of battery left two times. I also like the flashlightand flashing safety light feature.",
,Abbie Parsons,5.0 out of 5 stars,5.0 out of 5 stars,"Reviewed in the United States on February 20, 2023",,"I recently purchased this portable air compressor and it has already proven to be a smart investment.
 

 The size is compact and easy to store in the car, yet it delivers impressive power. The 160 PSI capacity inflates car tires quickly and efficiently — much faster than I expected for a device this size.
 

 One of my favorite features is the digital display and preset pressure function. You can easily set your desired PSI, and it automatically stops when it reaches the target, so there’s no guesswork involved.
 

 Wireless operation and built-in rechargeable battery make it incredibly convenient. No need to fumble with cables or look for a power outlet. Perfect for roadside emergencies or quick top-ups at home.
 

 It also comes with multiple nozzles, so you can use it for bike tires, balls, and even inflatable pool toys. Very versatile!
 

 If you drive frequently or want to be prepared for flat tire situations, this portable inflator is a must-have. Small investment for big peace of mind.",
,Sophia,5.0 out of 5 stars,,,,I recently bought a new car and the tire pressure was low. This tool quickly checked the pressure and simply brought to the pressure that it needed to be. It's small and easy to charge and keep in the vehicle.,
,Brett L.,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2019",,"I had this in my cart for two weeks before finally ordering it. I just gave it a test on four tires, one of which was 16psi low, the others were 2-5psi low. It worked. It was straightforward to connect and use. it properly shut off when each tire reached the target pressure. The inflation cable (which is labelled ""Hot"") did indeed get quite hot by the time all four tires were done, but the connection nut was not hot and as long as I was careful not to hold the cable it was fine.
 

 As I expected, the speed of inflation was significantly slower than a typical high pressure machine at a gas station. It took about 15 minutes to do the four tires. But for a small portable unit that can be kept charged in the car, it was great. I am happy with it as long as it continues to work.",
,Nicole,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2017",,I highly recommend investing in this quality portable air compressor.,
,George,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on September 28, 2018",,It handles my larger truck tires slowly but surely.,
,Danni M.,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2021",,Filled a low tire from 28 PSI to 35 PSI in under three minutes.,
,Douglas,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2019",,"Pros: - Portable - Easy to Use - Comes with charging cable Cons: - Noisy (though I do not have another brand to compare it to, maybe they are all this noisy) - Battery went from green to yellow very fast (after 2 tires). I haven't tried using it for 2 cars at a time to see if it has enough battery for 8 tires. One car it has enough, and then I charge it up again after. So far it has enough battery for what I need out of it. I am pleased that I do not have to worry about going to a gas station to put in air in my tires now. A lot of stations charge or if they turn it on for free for you it doesn't last long and you keep having to go to them to turn it back on. My 2013 Kia Optima tends to lose air pressure easily when the weather is cold so this has given me a peace of mind knowing I have this in case. Also worked great for my sister's new 2024 Kia Sportage. I think it was worth the money spent.",
